Nome;Descricao;Link
;;https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online/
;;https://store.steampowered.com/app/47890/The_Sims_3/
;;https://store.steampowered.com/app/230290/Universe_Sandbox/
;;https://store.steampowered.com/app/239030/Papers_Please/
;;https://store.steampowered.com/app/242920/Banished/
;;https://store.steampowered.com/app/251570/7_Days_to_Die/
;;https://store.steampowered.com/app/261550/Mount__Blade_II_Bannerlord/
;;https://store.steampowered.com/app/271590/Grand_Theft_Auto_V/
;;https://store.steampowered.com/app/281990/Stellaris/
;;https://store.steampowered.com/app/286160/Tabletop_Simulator/
;;https://store.steampowered.com/app/294100/RimWorld/
;;https://store.steampowered.com/app/322330/Dont_Starve_Together/
;;https://store.steampowered.com/app/346010/Besiege/
;;https://store.steampowered.com/app/379430/Kingdom_Come_Deliverance/
;;https://store.steampowered.com/app/415200/Motorsport_Manager/
;;https://store.steampowered.com/app/453090/Parkitect/
;;https://store.steampowered.com/app/489830/The_Elder_Scrolls_V_Skyrim_Special_Edition/
;;https://store.steampowered.com/app/492720/Tropico_6/
;;https://store.steampowered.com/app/516750/My_Summer_Car/
;;https://store.steampowered.com/app/536270/Ancestors_The_Humankind_Odyssey/
;;https://store.steampowered.com/app/546430/Pathway/
;;https://store.steampowered.com/app/602960/Barotrauma/
;;https://store.steampowered.com/app/648800/Raft/
;;https://store.steampowered.com/app/672630/Academia__School_Simulator/
;;https://store.steampowered.com/app/703080/Planet_Zoo/
;;https://store.steampowered.com/app/773951/Freeman_Guerrilla_Warfare/
;;https://store.steampowered.com/app/858820/Tribes_of_Midgard/
;;https://store.steampowered.com/app/1029780/Going_Medieval/
;;https://store.steampowered.com/app/1043390/FlowScape
;;https://store.steampowered.com/app/1062090/Timberborn/
;;https://store.steampowered.com/app/1066780/Transport_Fever_2/
;;https://store.steampowered.com/app/1092790/Inscryption/
;;https://store.steampowered.com/app/1097200/Twelve_Minutes/
;;https://store.steampowered.com/app/1129580/Medieval_Dynasty/
;;https://store.steampowered.com/app/1145340/Rogue_State_Revolution/
;;https://store.steampowered.com/app/1149620/Gas_Station_Simulator/
;;https://store.steampowered.com/app/1162750/Songs_of_Syx/
;;https://store.steampowered.com/app/1244460/Jurassic_World_Evolution_2/
;;https://store.steampowered.com/app/1287530/Lords_and_Villeins/
;;https://store.steampowered.com/app/1332010/Stray/
;;https://store.steampowered.com/app/1352850/Citystate_II/
;;https://store.steampowered.com/app/1366540/Dyson_Sphere_Program/
;;https://store.steampowered.com/app/1399700/Kapital_Sparks_of_Revolution/
;;https://store.steampowered.com/app/1425760/Punhos_de_Repdio/
;;https://store.steampowered.com/app/1489970/Highrise_City/
;;https://store.steampowered.com/app/1531540/Distant_Worlds_2/
;;https://store.steampowered.com/app/1563180/Internet_Cafe_Simulator_2/
;;https://store.steampowered.com/app/1588530/Dungeon_Alchemist/
;;https://store.steampowered.com/app/1643320/STALKER_2_Heart_of_Chornobyl/
;;https://store.steampowered.com/app/1823600/Power__Revolution_2022_Edition/
